,v0,vf,Added,gr,div_t,avg_time,ratio,score
57,2.434746285,3.310810403,0.876064117,0.006398455,72,738.0,0.460688782,0.985572535
58,1.631793256,3.6089342189999996,1.977140963,0.008104136999999999,144,108.0,1.1669957340000001,0.937162327
59,2.4670076819999998,4.119272626,1.6522649440000001,0.007024002,108,630.0,0.758592209,0.969708175
60,2.026388033,4.365528814,2.339140781,0.006245041999999999,180,774.0,1.124107575,0.97836121
61,2.42932048,3.899015147,1.469694667,0.005535742,126,927.0,0.697503436,0.9625534840000001
62,1.2818787740000002,2.750981781,1.469103007,0.0077967919999999994,144,90.0,1.12273809,0.904190017
63,1.261358522,2.7450594589999997,1.4837009380000001,0.0057442859999999995,198,261.0,1.137368573,0.942799353
64,1.818915931,4.842570731,3.0236547989999996,0.006623039,216,792.0,1.4305764619999999,0.974615254
67,1.974418496,4.117836953,2.1434184569999997,0.007505016999999999,144,774.0,1.080722438,0.936638895
68,2.1931893330000003,3.337292184,1.144102851,0.004911984,126,909.0,0.618909997,0.918207795
69,2.306844926,4.455905367,2.149060441,0.006721851,144,666.0,0.967946568,0.9860551609999999
70,2.264270365,3.784114862,1.519844496,0.0060090000000000005,126,801.0,0.757133946,0.940177589
71,1.488942754,3.607453792,2.1185110369999998,0.006537085,198,279.0,1.294342756,0.966293203
72,1.8255866330000001,3.736200213,1.91061358,0.007312184,144,450.0,1.052954532,0.981471172
73,1.988143885,3.69223629,1.704092404,0.005037071,180,612.0,0.906672804,0.9187287000000001
74,2.177463285,4.679792289,2.502329004,0.006225584,180,792.0,1.120605182,0.982315231
75,2.5223320190000003,4.31503807,1.792706051,0.007356269,108,936.0,0.794477021,0.9769227429999999
76,1.6128156280000001,3.4026386889999998,1.7898230609999999,0.006074859,180,90.0,1.0934745609999998,0.994568275
77,1.6441973140000001,3.500845162,1.8566478480000002,0.0061495759999999995,180,270.0,1.106923667,0.987129878
78,1.869615175,3.85112787,1.981512695,0.005880088,180,450.0,1.058415916,0.9278763040000001
80,1.809161779,3.2733036639999997,1.464141885,0.008123704,108,630.0,0.877360025,0.999060068
81,1.503058189,4.549273562,3.0462153730000003,0.010029726,162,765.0,1.624815589,0.9132383009999999
82,1.488834389,3.624919285,2.136084896,0.00908539,144,72.0,1.30829614,0.979555655
83,2.40516278,4.015772682,1.610609902,0.008471284,90,513.0,0.7624155340000001,0.955518309
84,2.075858263,3.2612286839999998,1.185370421,0.009404151,72,594.0,0.677098875,0.947837794
85,1.728545548,3.9609601160000003,2.232414569,0.004798602,252,126.0,1.209247781,0.9843038000000001
86,2.1242494069999998,3.944087615,1.8198382080000002,0.005604133000000001,162,333.0,0.907869598,0.989638281
87,2.114914701,4.382519337,2.2676046359999997,0.005928714,180,504.0,1.067168507,0.985943314
88,2.406234706,5.409361894,3.003127188,0.00598403,198,693.0,1.184837929,0.9439293409999999
89,2.951971121,4.7049509910000005,1.75297987,0.003793012,180,882.0,0.6827422209999999,0.987027925
90,1.85468145,4.903791419,3.049109969,0.006576306999999999,216,126.0,1.420482225,0.9894322240000001
91,2.464103574,3.907301687,1.4431981130000002,0.00539424,126,297.0,0.679674201,0.9551116740000001
92,1.9953317240000001,3.9121142730000003,1.9167825490000001,0.004199394,234,477.0,0.9826582620000001,0.9800471959999999
93,2.284468344,5.053148021,2.7686796769999997,0.003776208,306,747.0,1.155519752,0.9763665429999999
94,1.915690446,3.608925347,1.6932349009999998,0.005735749,162,405.0,0.929191367,0.993940885
95,2.2551832430000003,4.522857986,2.267674742,0.007105379,144,558.0,1.023174557,0.991759188
96,2.4776186780000002,4.65855334,2.180934662,0.007387898,126,693.0,0.930875173,0.9980362540000001
97,2.317408898,4.502686158,2.18527726,0.006015525999999999,162,837.0,0.974515219,0.979088471
98,1.8671216309999998,3.413100609,1.5459789780000002,0.008264644,108,162.0,0.892581568,0.953059733
99,2.300380428,3.547119364,1.2467389359999999,0.007156648000000001,90,837.0,0.644098362,0.979214771
100,1.631685448,3.196763575,1.565078126,0.006866589,144,414.0,0.988788875,0.954911093
101,1.494230221,4.367149563,2.8729193410000002,0.01772382,90,531.0,1.5951438080000002,0.913451989
102,2.317193492,4.032235437,1.715041945,0.007589757,108,630.0,0.819693703,0.900107124
103,1.970057664,4.2447981960000005,2.274740532,0.006952028000000001,162,765.0,1.126228585,0.9016108559999999
104,2.054405764,3.641638209,1.587232445,0.007842986,108,90.0,0.8470425070000001,0.9888519590000001
105,1.6657188969999999,4.5122317480000005,2.8465128510000004,0.006740254,216,252.0,1.4558948969999999,0.9960314459999999
106,2.180014242,4.096780896,1.9167666540000001,0.004660283,198,459.0,0.9227359390000001,0.952135737
107,2.011702578,4.332131029,2.3204284509999997,0.004784522,234,675.0,1.119578063,0.966683972
108,1.9370546569999998,3.8715920319999997,1.934537375,0.005115526,198,891.0,1.012874195,0.968744877
109,1.9877000980000001,3.1834184010000004,1.195718303,0.009804858,72,504.0,0.7059498009999999,0.9661366859999999
110,1.29880745,4.138932605,2.840125156,0.007839059,216,648.0,1.69323665,0.940369445
111,1.820056203,3.9349653719999997,2.114909169,0.007872385,144,918.0,1.133623377,0.98051872
112,1.386440365,3.6007565789999996,2.214316214,0.007766015,180,378.0,1.397882751,0.933460735
113,1.464546968,3.42009422,1.955547252,0.009923614,126,531.0,1.250375367,0.9750225790000001
115,2.342089515,3.243893491,0.901803975,0.006781100000000001,72,702.0,0.488239204,0.990016242
116,1.7413473659999998,3.5760656689999997,1.834718303,0.00734727,144,810.0,1.058006836,0.981723465
117,1.40383649,4.491379527,3.087543037,0.0067299790000000005,252,216.0,1.69595467,0.9926384570000001
118,2.496549988,4.557209684,2.060659696,0.00614448,144,414.0,0.8848050540000001,0.972163282
119,2.7128506989999996,5.291252616,2.578401917,0.006820946,144,558.0,0.982216199,0.955451873
120,2.937739345,5.6813093079999994,2.7435699639999998,0.005366706,180,720.0,0.966007161,0.9871138340000001
121,3.1667741019999998,5.3768603420000005,2.21008624,0.004794413,162,891.0,0.776694958,0.985163783
122,1.7947838130000002,4.360351139,2.565567326,0.0065572669999999994,198,189.0,1.298338863,0.980299073
123,2.404056303,4.8932830339999995,2.489226731,0.009737246,108,342.0,1.051622614,0.9952957659999999
124,2.134235254,4.321302861,2.187067607,0.00720274,144,468.0,1.0371945329999999,0.9068753420000001
125,1.4018574209999999,3.829282463,2.427425042,0.010259975,144,612.0,1.477436391,0.9279227309999999
126,2.817741827,5.219088092,2.401346265,0.01733447,54,801.0,0.936061391,0.997395678
127,2.554304576,3.3224498510000005,0.768145275,0.007394090999999999,54,855.0,0.399280906,0.95766725
129,1.419798576,3.582170605,2.162372029,0.008381342,162,351.0,1.3577774,0.9453777109999999
130,1.97623969,5.025349725,3.049110035,0.004719474,288,576.0,1.359208645,0.95417981
131,2.676466484,4.727570956,2.051104472,0.003548506,234,837.0,0.830350492,0.96565274
132,3.373148801,4.3222279310000005,0.94907913,0.006972304,54,675.0,0.376504413,0.998608783
133,1.868158702,4.196630164,2.328471462,0.007329657,162,369.0,1.187404383,0.948602872
134,1.9161425230000002,3.4555880119999998,1.539445489,0.009744861,90,207.0,0.8770374759999999,0.940442711
135,1.674946314,2.867087979,1.192141665,0.00548812,144,324.0,0.7902892440000001,0.934616687
136,1.878323201,3.67199812,1.793674919,0.003389835,288,540.0,0.976272548,0.9217092020000001
137,2.489452939,4.258588542,1.7691356040000001,0.004862188,162,765.0,0.787674512,0.917503112
139,2.7138701039999997,4.2140918130000005,1.500221709,0.006029156,108,396.0,0.6511487970000001,0.9450183959999999
140,2.2579645790000002,3.5625613769999998,1.304596798,0.009493391,72,486.0,0.683524171,0.99124305
141,2.893511092,4.774732623999999,1.8812215319999999,0.006862287,108,648.0,0.741126946,0.992784819
142,2.699497273,4.311399703,1.61190243,0.007737292,90,747.0,0.696356247,0.977193532
143,1.445703851,2.960610795,1.514906944,0.007318633000000001,144,108.0,1.053883103,0.950958582
144,1.671897056,2.980966018,1.309068962,0.007923019,108,234.0,0.8556860620000001,0.9180337890000001
145,1.686350218,4.007403302,2.321053085,0.006394078,198,387.0,1.266027538,0.9498306679999999
146,2.086020369,3.231508387,1.145488019,0.007233156,90,531.0,0.650984012,0.97915662
147,1.77837135,3.702003879,1.92363253,0.008578668000000001,126,117.0,1.0809122,0.987466725
148,1.851569131,4.324731635,2.473162505,0.006902775999999999,180,270.0,1.242499691,0.966115591
149,2.334774486,3.828829259,1.4940547730000002,0.008174343,90,405.0,0.7356908440000001,0.99653046
150,2.107946795,4.451122344,2.343175549,0.004662044000000001,234,801.0,1.09091822,0.940333747
151,2.146417434,3.92263647,1.7762190359999999,0.008261092,108,972.0,0.89219791,0.970961448
152,1.3594427230000001,3.249306587,1.8898638630000002,0.007090336,180,360.0,1.276260413,0.943403352
153,1.8047132380000002,3.690003082,1.885289844,0.005819810999999999,180,810.0,1.047565893,0.962945987
154,1.8843022759999999,3.320340452,1.436038177,0.007761641,108,954.0,0.838257189,0.958920015
155,1.9479498830000002,4.032471731,2.084521848,0.008513446,126,81.0,1.072694163,0.940161713
156,2.009849752,4.201484285,2.191634533,0.010102673000000001,108,198.0,1.091088648,0.9975653090000001
157,2.13382473,3.743661232,1.6098365019999998,0.00657752,126,945.0,0.828767514,0.941884493
159,2.992290288,4.87167122,1.879380932,0.004976409,144,666.0,0.7166029359999999,0.967198728
160,2.673637414,4.4137749369999995,1.740137523,0.005865444,126,801.0,0.739045939,0.929355127
161,2.200836664,3.51927415,1.318437485,0.009772378,72,900.0,0.7036112459999999,0.9934693809999999
162,2.5191524430000003,4.562120407,2.0429679640000002,0.00694863,126,405.0,0.875527398,0.9729014640000001
164,2.382913049,3.3675816760000004,0.984668627,0.005715769,90,63.0,0.514419203,0.96872882
165,1.251006101,3.1466400610000003,1.89563396,0.00750549,180,198.0,1.350988158,0.915949369
166,1.5772779630000002,3.448351766,1.871073803,0.007986341,144,522.0,1.150033145,0.9503439140000001
167,2.7068541280000002,3.945041354,1.238187226,0.005160715,108,972.0,0.557357211,0.9351812509999999
168,1.709100615,3.63973721,1.930636594,0.007718308,144,216.0,1.111436392,0.985221254
169,1.938694577,3.6763935639999996,1.737698987,0.006533656999999999,144,360.0,0.940846552,0.955289165
170,2.137978517,3.871716821,1.733738304,0.006063171,144,504.0,0.873096643,0.9277475959999999
171,2.345279726,4.01944117,1.674161444,0.004383728,180,666.0,0.789070994,0.90083866
172,2.297166459,5.253181476,2.956015017,0.0055946369999999995,216,270.0,1.208441542,0.9765199179999999
173,2.557721051,4.205892048,1.6481709969999998,0.006814366999999999,108,432.0,0.735951683,0.982610109
174,2.09167947,4.536479395,2.444799925,0.00701137,162,567.0,1.135842017,0.9811387220000001
175,2.524937649,4.737448615,2.212510966,0.005699074,162,729.0,0.923250033,0.976363003
176,2.46017294,3.782969366,1.322796426,0.007110646,90,855.0,0.639958102,0.95612752
177,1.710635242,3.9163718710000004,2.205736629,0.008457081,144,234.0,1.217819712,0.9942026620000001
178,1.957993359,3.5234670360000004,1.565473677,0.008049571,108,360.0,0.869353688,0.98334279
179,1.659547184,3.869456747,2.209909562,0.007666926,162,495.0,1.2420420859999999,0.9841083970000001
181,1.5526621109999998,3.537005314,1.984343203,0.008406118,144,126.0,1.210480999,0.936207874
182,1.8515367719999998,3.468443764,1.6169069919999999,0.0056846530000000004,162,279.0,0.920913856,0.9371156959999999
184,2.886532406,4.590636994,1.704104588,0.0037752790000000003,180,810.0,0.679550186,0.977783932
185,1.7539404719999998,4.305761617,2.551821145,0.006074396,216,144.0,1.3120695340000001,0.930473267
186,2.382784203,4.138706924,1.755922721,0.009124075,90,297.0,0.821166794,0.943008948
187,2.648081578,4.712859078,2.0647775,0.004690665,180,576.0,0.8443197720000001,0.9191711229999999
188,2.519285572,4.917372144,2.398086572,0.006828541,144,738.0,0.9833099359999999,0.9629289440000001
189,2.21103072,4.749429868,2.538399147,0.006924264,162,351.0,1.121730782,0.9927542429999999
190,2.308850508,5.344067557,3.035217049,0.008568744,144,882.0,1.233899088,0.995110675
191,2.147428745,3.957505831,1.810077086,0.00837589,108,234.0,0.904596118,0.915952035
192,2.074770017,3.333486877,1.25871686,0.0064964919999999995,108,342.0,0.70162115,0.903438025
193,2.160013707,3.741254343,1.581240636,0.005608504,144,774.0,0.8076245409999999,0.968495697
194,1.88274317,3.613058038,1.7303148680000002,0.008930524,108,90.0,0.9644966340000001,0.9567618520000001
195,1.8625526280000002,3.9544463189999997,2.091893691,0.007687151999999999,144,216.0,1.106949828,0.987619932
196,2.261811174,4.32812207,2.066310896,0.005877355,162,369.0,0.9521315570000001,0.9955404809999999
197,2.568428471,4.013815668,1.4453871969999998,0.005223751,126,513.0,0.658192594,0.940631337
198,2.017237925,4.0409318139999995,2.023693889,0.005653168,180,774.0,1.017570308,0.9070475159999999
199,1.662685301,3.473124827,1.810439526,0.007521013000000001,144,108.0,1.083025865,0.975289104
200,1.877808709,3.958606544,2.080797835,0.006754191,162,405.0,1.094178892,0.97193929
201,2.35394548,4.8733300569999995,2.5193845759999998,0.00592119,180,864.0,1.065814243,0.9354391870000001
202,2.125787948,4.00885541,1.8830674630000002,0.006476948000000001,144,180.0,0.932680451,0.9676610179999999
203,1.94185511,4.3703622410000005,2.428507131,0.007346625,162,441.0,1.1901531909999998,0.9454041059999999
204,1.944329739,3.2977366210000003,1.3534068819999998,0.007238398,108,576.0,0.781746947,0.944949222
205,1.488789816,2.96628337,1.4774935530000002,0.005609229,180,90.0,1.0096612520000001,0.9838265409999999
206,1.393343345,3.9619254930000003,2.568582149,0.006518161999999999,234,297.0,1.52524998,0.9791130840000001
207,2.080848054,4.602552256,2.521704202,0.005864119,198,711.0,1.161095602,0.996304135
208,2.181117586,4.620515936,2.43939835,0.007664447,144,882.0,1.103680414,0.9934932320000001
209,1.7727007769999998,4.366399793,2.593699015,0.008163812,162,99.0,1.322537485,0.934221904
210,1.910918155,3.213833531,1.302915375,0.0085914,90,225.0,0.773225994,0.956313209
211,1.966100732,3.382299309,1.4161985769999998,0.006347665,126,873.0,0.79980579,0.951263557
212,1.708622689,3.8119423689999996,2.10331968,0.005427531,216,234.0,1.172346798,0.965459189
213,2.113214635,3.975284991,1.862070356,0.010442370999999999,90,387.0,0.9398133870000001,0.990334947
214,1.891488592,4.142980312,2.25149172,0.007100734,162,513.0,1.15031887,0.969800478
215,1.8960720580000001,3.385886362,1.489814304,0.005920168000000001,144,270.0,0.852504215,0.9831495990000001
216,1.9446754119999998,4.092352738,2.1476773259999997,0.006738236999999999,162,423.0,1.091594369,0.97887407
217,3.0570578110000004,4.522343234,1.465285423,0.0035463070000000003,162,531.0,0.574501687,0.940057012
218,2.4886736430000003,4.828975521,2.340301878,0.0053939090000000006,180,702.0,0.9709036529999999,0.986235192
219,1.50980638,4.468966977,2.959160598,0.006768603000000001,234,423.0,1.5838530640000001,0.993729603
220,2.0654484419999997,4.4013956489999995,2.3359472080000003,0.00685189,162,621.0,1.110006118,0.978290386
221,2.2619694040000002,3.5125316730000002,1.25056227,0.005149488,126,765.0,0.648835436,0.9684188570000001
222,1.868755491,3.3457191139999995,1.4769636240000001,0.016974515,54,63.0,0.9166238320000001,0.9836959190000001
223,1.5110756269999999,3.312798175,1.801722548,0.013245315,90,135.0,1.1920783640000001,0.9875753540000001
224,1.9702159819999998,4.194918008,2.224702026,0.008973571,126,387.0,1.130669889,0.999406534
225,2.481740286,4.395467419,1.9137271340000002,0.012217251,72,486.0,0.879642076,0.9883894390000001
226,2.047861221,3.865417799,1.817556578,0.010719373,90,99.0,0.9647435870000001,0.9989521379999999
227,1.857452305,3.2988398739999996,1.441387569,0.009691621,90,189.0,0.8722458790000001,0.980519383
228,1.8556845240000002,4.3277870919999994,2.472102568,0.010054963,126,297.0,1.266925396,0.9459744729999999
229,1.915345745,4.148264567,2.2329188230000003,0.013039802,90,405.0,1.1735821770000001,0.990581442
230,1.908837414,5.5243910960000004,3.615553683,0.010990116000000001,144,522.0,1.582576756,0.907920937
231,3.0749291860000003,4.212129903,1.137200717,0.006725878,72,90.0,0.484263193,0.9470054990000001
232,2.272737732,4.879301005,2.606563272,0.009071961,126,189.0,1.1430671000000001,0.948325857
233,3.33489455,4.339179119,1.004284569,0.005626385,72,504.0,0.40509973,0.943331859
235,1.9606740000000002,3.749365267,1.788691267,0.010939143,90,171.0,0.984522844,0.9225121740000001
236,1.4552281759999999,3.3823949069999997,1.927166731,0.011756518999999998,108,432.0,1.2697040640000001,0.9847706270000001
237,1.898706912,5.0544382919999995,3.15573138,0.010125689,144,558.0,1.458099145,0.99028969
238,1.6615339230000001,3.095486668,1.433952745,0.013298526000000001,72,54.0,0.957493864,0.998584479
239,1.5438351380000002,3.388992258,1.84515712,0.013267107,90,135.0,1.1940396229999999,0.9951175809999999
240,1.888209003,3.7020340010000004,1.813824998,0.01136023,90,441.0,1.022420718,0.994398511
241,1.838350809,2.935976844,1.097626035,0.01364502,54,63.0,0.73683108,0.9592994859999999
243,2.07745153,4.473941034,2.3964895040000003,0.005232773,216,234.0,1.1302789020000001,0.942765187
244,2.9155829339999997,3.873919033,0.958336099,0.0060742140000000005,72,378.0,0.43734340299999996,0.927249364
245,2.011254996,3.9196349219999997,1.9083799259999998,0.009300708000000001,108,468.0,1.004476469,0.9896129690000001
246,1.953013695,3.5202771669999997,1.5672634719999998,0.009941368,90,567.0,0.894723113,0.979210259
247,1.533148926,4.602476487,3.069327561,0.015322826000000001,108,666.0,1.6548652259999999,0.9032696090000001
250,2.778104167,4.938103602,2.159999435,0.008017936,108,666.0,0.8659371229999999,0.982593157
251,2.803463335,5.498618857,2.695155523,0.009389943000000001,108,774.0,1.01411383,0.948427896
252,2.8758778,4.72972034,1.85384254,0.005907428,126,513.0,0.744335933,0.965933865
253,2.325914339,3.6901369969999998,1.364222658,0.013452048999999999,54,603.0,0.726410632,0.994722256
254,1.994588725,3.469534748,1.4749460230000002,0.011831865,72,666.0,0.85189431,0.9979901379999999
255,1.641038663,4.206230054,2.565191392,0.015882088,90,747.0,1.429387926,0.966119926
256,2.8773851319999997,4.886100453,2.008715321,0.008934798,90,369.0,0.804131777,0.9842351
257,2.405575904,3.991344362,1.5857684580000002,0.007057898000000001,108,468.0,0.762252974,0.9602336029999999
258,2.250690275,4.285174468,2.034484193,0.013762762,72,558.0,0.990918835,0.997547902
259,2.0780121119999997,3.853551695,1.775539583,0.017999691,54,621.0,0.9719832890000001,0.9899001209999999
260,1.912237537,4.796536508,2.884298971,0.010919598999999999,126,711.0,1.3758694880000002,0.9840102009999999
261,2.919303657,3.644983793,0.7256801359999999,0.006470467,54,801.0,0.34940521799999996,0.984684448
262,1.504033722,3.476671294,1.9726375719999998,0.009949545,126,171.0,1.253642712,0.991038651
263,1.816418446,4.458957315,2.642538869,0.010663455,126,297.0,1.3435953440000001,0.990011379
264,3.1746755889999996,4.823564408,1.648888819,0.012191726000000002,54,549.0,0.658353225,0.9999691159999999
265,1.527233113,3.50599848,1.9787653669999998,0.011583623999999999,108,90.0,1.25103139,0.917891311
266,1.8022330180000001,3.712524446,1.910291428,0.012194327,90,531.0,1.097489443,0.9208618690000001
267,1.7449980280000001,5.056864741,3.311866712,0.011003711999999999,144,396.0,1.584534487,0.9794274140000001
268,2.21808452,4.360392773,2.142308253,0.009421679,108,522.0,1.01754131,0.944478955
269,2.164604805,5.175494488,3.0108896830000003,0.014708691000000001,90,621.0,1.323782164,0.921651876
270,1.4888025740000002,3.061189974,1.5723874,0.012163041999999999,90,81.0,1.094673816,0.9959285
271,1.5103912730000002,3.4063208719999998,1.8959295980000002,0.011336155,108,180.0,1.224304703,0.986531768
272,1.93262248,3.437544795,1.504922315,0.009717176999999999,90,765.0,0.8745459640000001,0.907981094
273,1.851998431,3.039803426,1.187804996,0.010591038999999998,72,54.0,0.7625548329999999,0.9739816259999999
274,1.796630977,3.945987103,2.149356126,0.008136861,144,162.0,1.1717080020000001,0.965051267
275,1.902352461,4.709085932,2.8067334710000003,0.009373925,144,432.0,1.349845142,0.9634462840000001
276,2.26143773,3.543303445,1.281865715,0.009597848,72,396.0,0.691045067,0.9331722490000001
277,1.829047389,3.5919850789999996,1.76293769,0.011388174,90,477.0,1.024935687,0.996469727
278,1.692029865,4.050372308,2.358342443,0.010364605,126,585.0,1.305940215,0.9135599959999999
279,2.2238807130000002,4.04174795,1.817867237,0.012768888,72,162.0,0.919359947,0.9983897070000001
280,2.338454305,4.441744047,2.103289743,0.013712163000000001,72,342.0,0.987275758,0.9989790959999999
281,2.398834531,5.457345605,3.0585110739999997,0.01145764,108,432.0,1.2374251459999999,0.986351746
282,2.64780637,3.699507297,1.051700927,0.015318588000000001,36,504.0,0.5514691660000001,1.0
283,1.6112189030000001,3.303800924,1.692582021,0.012116658,90,81.0,1.090499203,0.9809048840000001
284,1.495347464,4.625990325,3.130642861,0.011679436999999999,144,198.0,1.6818389630000001,0.970950863
285,2.008835494,4.3951020860000005,2.386266591,0.016733885,72,306.0,1.204839734,0.998186445
286,2.039548618,5.921630047000001,3.8820814280000002,0.007947,198,441.0,1.5735059619999998,0.948323156
287,2.938262041,4.475243265,1.536981224,0.012262688,72,576.0,0.8829135159999999,0.997945669
288,2.3175599080000002,4.317753123999999,2.000193216,0.013298876000000001,72,648.0,0.9575190659999999,0.999944865
289,1.6794260840000002,3.1305181039999996,1.451092019,0.01050799,90,315.0,0.9457190990000001,0.9834949829999999
290,1.658220651,4.263620673,2.605400022,0.009766617,144,432.0,1.406392875,0.970578391
291,2.051322311,4.935289252,2.883966941,0.00907943,144,576.0,1.307437885,0.99781081
292,1.9926166790000002,4.096166166000001,2.103549486,0.010044541,108,702.0,1.0848104729999999,0.9630692359999999
293,2.016024537,3.6089264589999996,1.5929019219999998,0.012445282,72,72.0,0.896060317,0.976516417
295,3.041182014,4.0947316339999995,1.05354962,0.013623389,36,306.0,0.490441986,1.0
296,1.7211204340000001,3.6539733169999997,1.932852884,0.008939243000000001,126,459.0,1.126344641,0.917418538
298,1.5952109980000002,4.574057196,2.9788461980000003,0.012508041999999999,126,117.0,1.576013335,0.968956402
300,3.0364588930000003,4.784629113,1.74817022,0.006338331,108,414.0,0.684539748,0.9605460259999999
